%OpenBCI Raw EXG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
178.0, -9106.480670747838, -9436.660639841633, -7626.370504661859, -7051.327175060174, -10471.769925566903, -27658.875603541805, -15627.691522561494, -24921.680977544904, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7398226056808453E9, 0.0, 2025-02-17 17:03:25.680
179.0, -9038.285498414696, -9368.04078436384, -7656.835932354443, -7048.197930836432, -10411.643732982127, -27645.71042605763, -15674.630185917638, -24952.012294770753, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7398226056808798E9, 0.0, 2025-02-17 17:03:25.680
180.0, -9070.31554821915, -9398.282694611871, -7647.51525491658, -7052.6682797274925, -10409.25209632541, -27655.32167617341, -15657.106418264679, -24942.9374865219, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7398226056809E9, 0.0, 2025-02-17 17:03:25.680
181.0, -9122.640981989025, -9453.200930738562, -7621.877804026342, -7057.3621460631075, -10464.282091174377, -27664.910574544738, -15612.648798543072, -24913.634349540993, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7398226056809185E9, 0.0, 2025-02-17 17:03:25.680
182.0, -9102.882039890534, -9432.01147699493, -7624.828234294443, -7055.238730339853, -10463.58918709626, -27658.13799597478, -15616.80622301176, -24914.79664025267, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7398226056809373E9, 0.0, 2025-02-17 17:03:25.680
183.0, -9030.574146577615, -9360.552949971312, -7652.6561561413, -7049.3825732925625, -10404.312360800786, -27642.00003647805, -15661.286194477821, -24942.289285932697, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.739822605680956E9, 0.0, 2025-02-17 17:03:25.680
184.0, -9039.648954826469, -9371.997043132431, -7651.829141596454, -7052.0647826272, -10383.748755901905, -27647.2750481695, -15658.134598509623, -24942.289285932697, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7398226056809745E9, 0.0, 2025-02-17 17:03:25.680
185.0, -9100.892734634012, -9432.637325839678, -7622.526004615546, -7056.401021051529, -10439.471654828985, -27658.205051208148, -15608.312560118744, -24909.65573902795, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7398226056809926E9, 0.0, 2025-02-17 17:03:25.680
186.0, -9094.254266530785, -9424.501290857947, -7621.989562748619, -7057.004518151823, -10452.279204401875, -27655.32167617341, -15605.60799903965, -24906.817067482123, -0.01, 0.984, -0.136, 192.0, 255.0, 176.0, 30.0, 192.0, 251.0, 192.0, 0.0, 0.0, 0.0, 1.7398226056810384E9, 0.0, 2025-02-17 17:03:25.681
187.0, -9027.668419798425, -9357.535464469847, -7650.242167740127, -7053.785866950258, -10404.267657311877, -27641.843574266863, -15649.52917689433, -24934.68969281789, -0.01, 0.984, -0.136, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7398226056810596E9, 0.0, 2025-02-17 17:03:25.681
