%OpenBCI Raw EXG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
245.0, -187500.02235174447, -148532.84043465144, -187500.02235174447, -185318.7379620955, -184140.957491512, -187037.0953723306, -185272.11222316173, -187500.02235174447, 0.158, -0.052000000000000005, 0.996, 192.0, 4.0, 240.0, 254.0, 96.0, 31.0, 32.0, 0.0, 0.0, 0.0, 1.730741801422763E9, 0.0, 2024-11-04 14:36:41.422
246.0, -187500.02235174447, -148618.0676362595, -187500.02235174447, -185318.2909272064, -184136.64360483215, -187042.9962328668, -185245.80421993785, -187500.02235174447, 0.158, -0.052000000000000005, 0.996, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7307418014228008E9, 0.0, 2024-11-04 14:36:41.422
247.0, -187500.02235174447, -148705.41825359088, -187500.02235174447, -185319.00618302898, -184133.7155263085, -187050.61817772608, -185220.88202487017, -187500.02235174447, 0.158, -0.052000000000000005, 0.996, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7307418014228232E9, 0.0, 2024-11-04 14:36:41.422
248.0, -187500.02235174447, -148787.13623131945, -187500.02235174447, -185317.70978185057, -184127.90407275013, -187057.27899757374, -185195.3563327022, -187500.02235174447, 0.158, -0.052000000000000005, 0.996, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.730741801422846E9, 0.0, 2024-11-04 14:36:41.422
249.0, -187500.02235174447, -148868.65304334796, -187500.02235174447, -185314.75935158247, -184121.55617732482, -187062.9563406654, -185168.69070156704, -187500.02235174447, 0.158, -0.052000000000000005, 0.996, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7307418014228656E9, 0.0, 2024-11-04 14:36:41.422
250.0, -187500.02235174447, -148952.96382343338, -187500.02235174447, -185313.21708121506, -184117.1081801782, -187068.2537041013, -185141.53333205383, -187500.02235174447, 0.158, -0.052000000000000005, 0.996, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.730741801422886E9, 0.0, 2024-11-04 14:36:41.422
251.0, -187500.02235174447, -149040.31444076472, -187500.02235174447, -185314.5358341379, -184115.09652317723, -187075.58507628264, -185117.192282342, -187500.02235174447, 0.158, -0.052000000000000005, 0.996, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7307418014229054E9, 0.0, 2024-11-04 14:36:41.422
252.0, -187500.02235174447, -149126.0110290064, -187500.02235174447, -185315.0946277493, -184113.7554185099, -187085.21867814288, -185095.82401464274, -187500.02235174447, 0.158, -0.052000000000000005, 0.996, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7307418014229248E9, 0.0, 2024-11-04 14:36:41.422
253.0, -187500.02235174447, -149204.59976251124, -187500.02235174447, -185310.2890026914, -184115.34239236623, -187090.29252413425, -185069.7842323523, -187500.02235174447, 0.158, -0.052000000000000005, 0.996, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.730741801422945E9, 0.0, 2024-11-04 14:36:41.422
254.0, -187500.02235174447, -149278.71814712504, -187500.02235174447, -185300.34247640878, -184191.22656479198, -187088.12440492207, -185001.67846699696, -187500.02235174447, 0.158, -0.052000000000000005, 0.996, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7307418014229643E9, 0.0, 2024-11-04 14:36:41.422
255.0, -187500.02235174447, -149352.74712476102, -187500.02235174447, -185288.85367975876, -184221.26730933992, -187083.8105182422, -184699.32641975002, -187500.02235174447, 0.158, -0.056, 0.994, 192.0, 4.0, 240.0, 254.0, 64.0, 31.0, 16.0, 0.0, 0.0, 0.0, 1.7307418014230893E9, 0.0, 2024-11-04 14:36:41.423
0.0, -187500.02235174447, -149407.59830565433, -187500.02235174447, -185261.1822201231, -184191.0253990919, -187064.92329417745, -184724.67329796235, -187500.02235174447, 0.158, -0.056, 0.994, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7307418014231102E9, 0.0, 2024-11-04 14:36:41.423
1.0, -187500.02235174447, -149456.86155043382, -187500.02235174447, -185229.6662604411, -184155.5084771524, -187041.67747994393, -184993.90005992653, -187500.02235174447, 0.158, -0.056, 0.994, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7307418014231303E9, 0.0, 2024-11-04 14:36:41.423
2.0, -187500.02235174447, -149508.44937663668, -187500.02235174447, -185198.53028041485, -184120.63975580214, -187017.9846308213, -185261.74101373449, -187500.02235174447, 0.158, -0.056, 0.994, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.73074180142315E9, 0.0, 2024-11-04 14:36:41.423
3.0, -187500.02235174447, -149558.91961561676, -187500.02235174447, -185166.27671316586, -184148.44532590453, -186993.21889796483, -185664.6759110303, -187500.02235174447, 0.158, -0.056, 0.994, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7307418014231696E9, 0.0, 2024-11-04 14:36:41.423
4.0, -187500.02235174447, -149628.25472691713, -187500.02235174447, -185152.23981764793, -184210.94080340158, -186987.20627870635, -186143.7855534298, -187500.02235174447, 0.158, -0.056, 0.994, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7307418014232705E9, 0.0, 2024-11-04 14:36:41.423
5.0, -187500.02235174447, -149711.02323663514, -187500.02235174447, -185150.02699494685, -184210.76198944595, -186994.4929473988, -186181.35883585917, -187500.02235174447, 0.158, -0.056, 0.994, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7307418014232905E9, 0.0, 2024-11-04 14:36:41.423
6.0, -187500.02235174447, -149794.5070021757, -187500.02235174447, -185147.85887573467, -184204.54820448736, -187000.1926422349, -186153.62032099013, -187500.02235174447, 0.158, -0.056, 0.994, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.73074180142331E9, 0.0, 2024-11-04 14:36:41.423
7.0, -187500.02235174447, -149880.5835700731, -187500.02235174447, -185147.65771003457, -184200.39078001867, -187006.45113068237, -186125.94886135447, -187500.02235174447, 0.158, -0.056, 0.994, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7307418014233296E9, 0.0, 2024-11-04 14:36:41.423
8.0, -187500.02235174447, -149965.47549551434, -187500.02235174447, -185146.8530472342, -184196.14394857216, -187013.13430227453, -186099.17147149701, -187500.02235174447, 0.158, -0.056, 0.994, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.730741801423349E9, 0.0, 2024-11-04 14:36:41.423
9.0, -187500.02235174447, -150047.55110115424, -187500.02235174447, -185144.64022453313, -184191.38302700318, -187019.61630816656, -186074.04811072926, -187500.02235174447, 0.156, -0.05, 0.996, 192.0, 4.0, 224.0, 254.0, 112.0, 31.0, 32.0, 0.0, 0.0, 0.0, 1.7307418014233682E9, 0.0, 2024-11-04 14:36:41.423
10.0, -187500.02235174447, -150130.5878318057, -187500.02235174447, -185141.64509077612, -184185.77273914492, -187025.56187219167, -186047.13661040505, -187500.02235174447, 0.156, -0.05, 0.996, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7307418014233887E9, 0.0, 2024-11-04 14:36:41.423
11.0, -187500.02235174447, -150218.27372530388, -187500.02235174447, -185141.24275937592, -184182.01764607642, -187031.9991745948, -186020.7615519478, -187500.02235174447, 0.156, -0.05, 0.996, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7307418014234116E9, 0.0, 2024-11-04 14:36:41.423
12.0, -187500.02235174447, -150307.25601998044, -187500.02235174447, -185143.61204428817, -184180.9224105981, -187040.4928374878, -185996.73342665835, -187500.02235174447, 0.156, -0.05, 0.996, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.730741801423431E9, 0.0, 2024-11-04 14:36:41.423
13.0, -187500.02235174447, -150389.82336399835, -187500.02235174447, -185142.31564310976, -184177.45789020753, -187048.3606515361, -185972.63824613552, -187500.02235174447, 0.156, -0.05, 0.996, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7307418014234507E9, 0.0, 2024-11-04 14:36:41.423
14.0, -187500.02235174447, -150469.57438821488, -187500.02235174447, -185138.6499570191, -184172.24993374944, -187054.395622539, -185946.35259465608, -187500.02235174447, 0.156, -0.05, 0.996, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7307418014234953E9, 0.0, 2024-11-04 14:36:41.423
15.0, -187500.02235174447, -150554.10868574487, -187500.02235174447, -185137.8452942187, -184167.08668078025, -187060.22942784184, -185919.44109433188, -187500.02235174447, 0.156, -0.05, 0.996, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.730741801423515E9, 0.0, 2024-11-04 14:36:41.423
16.0, -187500.02235174447, -150640.74404725363, -187500.02235174447, -185138.31468085226, -184162.59398014474, -187066.01852965576, -185893.15544285244, -187500.02235174447, 0.156, -0.05, 0.996, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7307418014235344E9, 0.0, 2024-11-04 14:36:41.423
17.0, -187500.02235174447, -150723.53490871607, -187500.02235174447, -185137.33120409623, -184158.59301788724, -187072.74640473683, -185868.99320709627, -187500.02235174447, 0.156, -0.05, 0.996, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.730741801423554E9, 0.0, 2024-11-04 14:36:41.423
18.0, -187500.02235174447, -150803.0400637436, -187500.02235174447, -185133.82198021674, -184153.3627096847, -187078.28963736174, -185843.33340446156, -187500.02235174447, 0.156, -0.05, 0.996, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7307418014235735E9, 0.0, 2024-11-04 14:36:41.423
19.0, -187500.02235174447, -150886.92616068438, -187500.02235174447, -185132.72674473844, -184148.1100497377, -187084.81634674268, -185816.0195727372, -187500.02235174447, 0.162, -0.058, 0.998, 192.0, 5.0, 16.0, 254.0, 48.0, 31.0, 48.0, 0.0, 0.0, 0.0, 1.7307418014236104E9, 0.0, 2024-11-04 14:36:41.423
20.0, -187500.02235174447, -150976.17667629442, -187500.02235174447, -185134.13490463913, -184146.1654479701, -187094.13702418056, -185791.7008747698, -187500.02235174447, 0.162, -0.058, 0.998, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7307418014236317E9, 0.0, 2024-11-04 14:36:41.423
21.0, -187500.02235174447, -151060.88978778003, -187500.02235174447, -185134.71604999495, -184143.55029386882, -187102.4518731179, -185768.56681925856, -187500.02235174447, 0.162, -0.058, 0.998, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7307418014236512E9, 0.0, 2024-11-04 14:36:41.423
22.0, -187500.02235174447, -151142.54071027527, -187500.02235174447, -185131.92208193804, -184138.47644787747, -187109.00093424332, -185743.57756895752, -187500.02235174447, 0.162, -0.058, 0.998, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7307418014236708E9, 0.0, 2024-11-04 14:36:41.423
23.0, -187500.02235174447, -151225.6444961601, -187500.02235174447, -185127.67525049153, -184134.72135480898, -187113.62774534558, -185715.57083315504, -187500.02235174447, 0.162, -0.058, 0.998, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7307418014236903E9, 0.0, 2024-11-04 14:36:41.423
24.0, -187500.02235174447, -151303.42856686458, -187500.02235174447, -185120.85796843268, -184193.17116655962, -187111.7054953224, -185680.61270482693, -187500.02235174447, 0.162, -0.058, 0.998, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7307418014237096E9, 0.0, 2024-11-04 14:36:41.423
25.0, -187500.02235174447, -151384.31953004832, -187500.02235174447, -185117.16993059753, -184239.6404432822, -187116.3770099136, -185652.6730242578, -187500.02235174447, 0.162, -0.058, 0.998, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7307418014237287E9, 0.0, 2024-11-04 14:36:41.423
26.0, -187500.02235174447, -151464.51758915395, -187500.02235174447, -185113.951279396, -184235.72888800252, -187122.63549836105, -185628.24256756814, -187500.02235174447, 0.162, -0.058, 0.998, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7307418014237487E9, 0.0, 2024-11-04 14:36:41.423
27.0, -187500.02235174447, -151548.33663086136, -187500.02235174447, -185111.40318052808, -184230.31976584432, -187128.78222808626, -185601.42047422178, -187500.02235174447, 0.162, -0.058, 0.998, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7307418014237683E9, 0.0, 2024-11-04 14:36:41.423
